"tournament_id","round","home","away","winner","loser"
2037,"Semifinal","Miguel Sansiro","Jin Nakamura","Jin Nakamura","Miguel Sansiro"
2037,"Final","Samuel Flores","Jin Nakamura","Samuel Flores","Jin Nakamura"
2038,"Round_of_16","Samuel Flores","Leonardo Silva","Samuel Flores","Leonardo Silva"
2038,"Round_of_16","Malik Obi","Jackson Davis","Jackson Davis","Malik Obi"
2038,"Round_of_16","Tariq Ebo","Jin Nakamura","Tariq Ebo","Jin Nakamura"
2038,"Round_of_16","Sofia Kovac","Youssef Camara","Sofia Kovac","Youssef Camara"
2038,"Round_of_16","Rafael Castillo","Robin Wright","Rafael Castillo","Robin Wright"
2038,"Round_of_16","Daniel Weber","Juma Sow","Daniel Weber","Juma Sow"
2038,"Round_of_16","Miguel Sansiro","Luis Perez","Miguel Sansiro","Luis Perez"
2038,"Round_of_16","Mateo Diaz","Aiden Nguyen","Aiden Nguyen","Mateo Diaz"
2038,"Quarterfinal","Samuel Flores","Jackson Davis","Samuel Flores","Jackson Davis"
2038,"Quarterfinal","Tariq Ebo","Sofia Kovac","Sofia Kovac","Tariq Ebo"
2038,"Quarterfinal","Rafael Castillo","Daniel Weber","Rafael Castillo","Daniel Weber"
2038,"Quarterfinal","Miguel Sansiro","Aiden Nguyen","Miguel Sansiro","Aiden Nguyen"
2038,"Semifinal","Samuel Flores","Sofia Kovac","Sofia Kovac","Samuel Flores"
2038,"Semifinal","Rafael Castillo","Miguel Sansiro","Rafael Castillo","Miguel Sansiro"
2038,"Final","Sofia Kovac","Rafael Castillo","Rafael Castillo","Sofia Kovac"
2039,"Round_of_16","Sofia Kovac","Aiden Nguyen","Sofia Kovac","Aiden Nguyen"
2039,"Round_of_16","Tariq Ebo","Jackson Davis","Tariq Ebo","Jackson Davis"
2039,"Round_of_16","Malik Obi","Rafael Castillo","Rafael Castillo","Malik Obi"
2039,"Round_of_16","Samuel Flores","Daniel Weber","Samuel Flores","Daniel Weber"
2039,"Round_of_16","Leonardo Silva","Youssef Camara","Leonardo Silva","Youssef Camara"
2039,"Round_of_16","Robin Wright","Juma Sow","Robin Wright","Juma Sow"
2039,"Round_of_16","Miguel Sansiro","Mateo Diaz","Mateo Diaz","Miguel Sansiro"
2039,"Round_of_16","Luis Perez","Jin Nakamura","Luis Perez","Jin Nakamura"
2039,"Quarterfinal","Sofia Kovac","Tariq Ebo","Sofia Kovac","Tariq Ebo"
2039,"Quarterfinal","Rafael Castillo","Samuel Flores","Samuel Flores","Rafael Castillo"
2039,"Quarterfinal","Leonardo Silva","Robin Wright","Robin Wright","Leonardo Silva"
2039,"Quarterfinal","Mateo Diaz","Luis Perez","Luis Perez","Mateo Diaz"
2039,"Semifinal","Sofia Kovac","Samuel Flores","Sofia Kovac","Samuel Flores"
2039,"Semifinal","Robin Wright","Luis Perez","Robin Wright","Luis Perez"
2039,"Final","Sofia Kovac","Robin Wright","Robin Wright","Sofia Kovac"
2040,"Round_of_16","Tariq Ebo","Malik Obi","Tariq Ebo","Malik Obi"
2040,"Round_of_16","Rafael Castillo","Jackson Davis","Rafael Castillo","Jackson Davis"
2040,"Round_of_16","Aiden Nguyen","Juma Sow","Aiden Nguyen","Juma Sow"
2040,"Round_of_16","Samuel Flores","Sofia Kovac","Sofia Kovac","Samuel Flores"
2040,"Round_of_16","Leonardo Silva","Jin Nakamura","Leonardo Silva","Jin Nakamura"
2040,"Round_of_16","Mateo Diaz","Robin Wright","Mateo Diaz","Robin Wright"
2040,"Round_of_16","Luis Perez","Miguel Sansiro","Luis Perez","Miguel Sansiro"
2040,"Round_of_16","Daniel Weber","Youssef Camara","Youssef Camara","Daniel Weber"
2040,"Quarterfinal","Tariq Ebo","Rafael Castillo","Rafael Castillo","Tariq Ebo"
2040,"Quarterfinal","Aiden Nguyen","Sofia Kovac","Sofia Kovac","Aiden Nguyen"
2040,"Quarterfinal","Leonardo Silva","Mateo Diaz","Leonardo Silva","Mateo Diaz"
2040,"Quarterfinal","Luis Perez","Youssef Camara","Youssef Camara","Luis Perez"
2040,"Semifinal","Rafael Castillo","Sofia Kovac","Rafael Castillo","Sofia Kovac"
2040,"Semifinal","Leonardo Silva","Youssef Camara","Youssef Camara","Leonardo Silva"
2040,"Final","Rafael Castillo","Youssef Camara","Rafael Castillo","Youssef Camara"
2041,"Round_of_16","Samuel Flores","Malik Obi","Samuel Flores","Malik Obi"
2041,"Round_of_16","Leonardo Silva","Jackson Davis","Leonardo Silva","Jackson Davis"
2041,"Round_of_16","Aiden Nguyen","Juma Sow","Aiden Nguyen","Juma Sow"
2041,"Round_of_16","Tariq Ebo","Sofia Kovac","Tariq Ebo","Sofia Kovac"
2041,"Round_of_16","Rafael Castillo","Jin Nakamura","Rafael Castillo","Jin Nakamura"
2041,"Round_of_16","Mateo Diaz","Robin Wright","Mateo Diaz","Robin Wright"
2041,"Round_of_16","Luis Perez","Miguel Sansiro","Luis Perez","Miguel Sansiro"
2041,"Round_of_16","Daniel Weber","Youssef Camara","Daniel Weber","Youssef Camara"
2041,"Quarterfinal","Samuel Flores","Leonardo Silva","Samuel Flores","Leonardo Silva"
2041,"Quarterfinal","Aiden Nguyen","Tariq Ebo","Aiden Nguyen","Tariq Ebo"
2041,"Quarterfinal","Rafael Castillo","Mateo Diaz","Rafael Castillo","Mateo Diaz"
2041,"Quarterfinal","Luis Perez","Daniel Weber","Luis Perez","Daniel Weber"
2041,"Semifinal","Samuel Flores","Aiden Nguyen","Aiden Nguyen","Samuel Flores"
2041,"Semifinal","Rafael Castillo","Luis Perez","Rafael Castillo","Luis Perez"
2041,"Final","Aiden Nguyen","Rafael Castillo","Rafael Castillo","Aiden Nguyen"
2042,"Round_of_16","Malik Obi","Tariq Ebo","Tariq Ebo","Malik Obi"
2042,"Round_of_16","Leonardo Silva","Sofia Kovac","Sofia Kovac","Leonardo Silva"
2042,"Round_of_16","Robin Wright","Aiden Nguyen","Robin Wright","Aiden Nguyen"
2042,"Round_of_16","Daniel Weber","Rafael Castillo","Rafael Castillo","Daniel Weber"
2042,"Round_of_16","Samuel Flores","Luis Perez","Samuel Flores","Luis Perez"
2042,"Round_of_16","Jackson Davis","Juma Sow","Jackson Davis","Juma Sow"
2042,"Round_of_16","Mateo Diaz","Miguel Sansiro","Miguel Sansiro","Mateo Diaz"
2042,"Round_of_16","Jin Nakamura","Youssef Camara","Jin Nakamura","Youssef Camara"
2042,"Quarterfinal","Tariq Ebo","Sofia Kovac","Sofia Kovac","Tariq Ebo"
2042,"Quarterfinal","Robin Wright","Rafael Castillo","Robin Wright","Rafael Castillo"
2042,"Quarterfinal","Samuel Flores","Jackson Davis","Samuel Flores","Jackson Davis"
2042,"Quarterfinal","Miguel Sansiro","Jin Nakamura","Miguel Sansiro","Jin Nakamura"
2042,"Semifinal","Sofia Kovac","Robin Wright","Robin Wright","Sofia Kovac"
2042,"Semifinal","Samuel Flores","Miguel Sansiro","Samuel Flores","Miguel Sansiro"
2042,"Final","Robin Wright","Samuel Flores","Robin Wright","Samuel Flores"
2043,"Round_of_16","Samuel Flores","Tariq Ebo","Samuel Flores","Tariq Ebo"
2043,"Round_of_16","Leonardo Silva","Malik Obi","Leonardo Silva","Malik Obi"
2043,"Round_of_16","Aiden Nguyen","Miguel Sansiro","Aiden Nguyen","Miguel Sansiro"
2043,"Round_of_16","Sofia Kovac","Daniel Weber","Sofia Kovac","Daniel Weber"
2043,"Round_of_16","Juma Sow","Robin Wright","Robin Wright","Juma Sow"
2043,"Round_of_16","Jackson Davis","Luis Perez","Jackson Davis","Luis Perez"
2043,"Round_of_16","Mateo Diaz","Jin Nakamura","Mateo Diaz","Jin Nakamura"
2043,"Round_of_16","Rafael Castillo","Youssef Camara","Youssef Camara","Rafael Castillo"
2043,"Quarterfinal","Samuel Flores","Leonardo Silva","Samuel Flores","Leonardo Silva"
2043,"Quarterfinal","Aiden Nguyen","Sofia Kovac","Sofia Kovac","Aiden Nguyen"
2043,"Quarterfinal","Robin Wright","Jackson Davis","Robin Wright","Jackson Davis"
2043,"Quarterfinal","Mateo Diaz","Youssef Camara","Mateo Diaz","Youssef Camara"
2043,"Semifinal","Samuel Flores","Sofia Kovac","Samuel Flores","Sofia Kovac"
2043,"Semifinal","Robin Wright","Mateo Diaz","Robin Wright","Mateo Diaz"
2043,"Final","Samuel Flores","Robin Wright","Samuel Flores","Robin Wright"
2044,"Round_of_16","Jackson Davis","Tariq Ebo","Jackson Davis","Tariq Ebo"
2044,"Round_of_16","Malik Obi","Juma Sow","Malik Obi","Juma Sow"
2044,"Round_of_16","Youssef Camara","Aiden Nguyen","Aiden Nguyen","Youssef Camara"
2044,"Round_of_16","Sofia Kovac","Samuel Flores","Samuel Flores","Sofia Kovac"
2044,"Round_of_16","Rafael Castillo","Daniel Weber","Rafael Castillo","Daniel Weber"
2044,"Round_of_16","Robin Wright","Leonardo Silva","Robin Wright","Leonardo Silva"
2044,"Round_of_16","Luis Perez","Mateo Diaz","Luis Perez","Mateo Diaz"
2044,"Round_of_16","Miguel Sansiro","Jin Nakamura","Miguel Sansiro","Jin Nakamura"
2044,"Quarterfinal","Jackson Davis","Malik Obi","Jackson Davis","Malik Obi"
2044,"Quarterfinal","Aiden Nguyen","Samuel Flores","Aiden Nguyen","Samuel Flores"
2044,"Quarterfinal","Rafael Castillo","Robin Wright","Robin Wright","Rafael Castillo"
2044,"Quarterfinal","Luis Perez","Miguel Sansiro","Luis Perez","Miguel Sansiro"
2044,"Semifinal","Jackson Davis","Aiden Nguyen","Jackson Davis","Aiden Nguyen"
2044,"Semifinal","Robin Wright","Luis Perez","Luis Perez","Robin Wright"
2044,"Final","Jackson Davis","Luis Perez","Jackson Davis","Luis Perez"
2045,"Round_of_16","Malik Obi","Aiden Nguyen","Malik Obi","Aiden Nguyen"
2045,"Round_of_16","Jackson Davis","Juma Sow","Jackson Davis","Juma Sow"
2045,"Round_of_16","Samuel Flores","Tariq Ebo","Samuel Flores","Tariq Ebo"
2045,"Round_of_16","Sofia Kovac","Youssef Camara","Youssef Camara","Sofia Kovac"
2045,"Round_of_16","Rafael Castillo","Jin Nakamura","Rafael Castillo","Jin Nakamura"
2045,"Round_of_16","Robin Wright","Daniel Weber","Robin Wright","Daniel Weber"
2045,"Round_of_16","Miguel Sansiro","Leonardo Silva","Miguel Sansiro","Leonardo Silva"
2045,"Round_of_16","Luis Perez","Mateo Diaz","Mateo Diaz","Luis Perez"
2045,"Quarterfinal","Malik Obi","Jackson Davis","Malik Obi","Jackson Davis"
2045,"Quarterfinal","Samuel Flores","Youssef Camara","Youssef Camara","Samuel Flores"
2045,"Quarterfinal","Rafael Castillo","Robin Wright","Rafael Castillo","Robin Wright"
2045,"Quarterfinal","Mateo Diaz","Miguel Sansiro","Miguel Sansiro","Mateo Diaz"
2045,"Semifinal","Malik Obi","Youssef Camara","Malik Obi","Youssef Camara"
2045,"Semifinal","Rafael Castillo","Miguel Sansiro","Rafael Castillo","Miguel Sansiro"
2045,"Final","Malik Obi","Rafael Castillo","Rafael Castillo","Malik Obi"
2046,"Round_of_16","Malik Obi","Samuel Flores","Samuel Flores","Malik Obi"
2046,"Round_of_16","Jackson Davis","Rafael Castillo","Rafael Castillo","Jackson Davis"
2046,"Round_of_16","Youssef Camara","Miguel Sansiro","Miguel Sansiro","Youssef Camara"
2046,"Round_of_16","Sofia Kovac","Robin Wright","Robin Wright","Sofia Kovac"
2046,"Round_of_16","Tariq Ebo","Jin Nakamura","Tariq Ebo","Jin Nakamura"
2046,"Round_of_16","Daniel Weber","Juma Sow","Juma Sow","Daniel Weber"
2046,"Round_of_16","Aiden Nguyen","Luis Perez","Luis Perez","Aiden Nguyen"
2046,"Round_of_16","Leonardo Silva","Mateo Diaz","Mateo Diaz","Leonardo Silva"
2046,"Quarterfinal","Samuel Flores","Rafael Castillo","Samuel Flores","Rafael Castillo"
2046,"Quarterfinal","Miguel Sansiro","Robin Wright","Miguel Sansiro","Robin Wright"
2046,"Quarterfinal","Tariq Ebo","Juma Sow","Tariq Ebo","Juma Sow"
2046,"Quarterfinal","Luis Perez","Mateo Diaz","Luis Perez","Mateo Diaz"
2046,"Semifinal","Samuel Flores","Miguel Sansiro","Samuel Flores","Miguel Sansiro"
2046,"Semifinal","Tariq Ebo","Luis Perez","Tariq Ebo","Luis Perez"
2046,"Final","Samuel Flores","Tariq Ebo","Tariq Ebo","Samuel Flores"
2047,"Round_of_16","Malik Obi","Tariq Ebo","Tariq Ebo","Malik Obi"
2047,"Round_of_16","Jackson Davis","Sofia Kovac","Sofia Kovac","Jackson Davis"
2047,"Round_of_16","Robin Wright","Juma Sow","Robin Wright","Juma Sow"
2047,"Round_of_16","Youssef Camara","Rafael Castillo","Youssef Camara","Rafael Castillo"
2047,"Round_of_16","Samuel Flores","Daniel Weber","Samuel Flores","Daniel Weber"
2047,"Round_of_16","Aiden Nguyen","Miguel Sansiro","Miguel Sansiro","Aiden Nguyen"
2047,"Round_of_16","Leonardo Silva","Luis Perez","Luis Perez","Leonardo Silva"
2047,"Round_of_16","Mateo Diaz","Jin Nakamura","Jin Nakamura","Mateo Diaz"
2047,"Quarterfinal","Tariq Ebo","Sofia Kovac","Tariq Ebo","Sofia Kovac"
2047,"Quarterfinal","Robin Wright","Youssef Camara","Youssef Camara","Robin Wright"
2047,"Quarterfinal","Samuel Flores","Miguel Sansiro","Samuel Flores","Miguel Sansiro"
2047,"Quarterfinal","Luis Perez","Jin Nakamura","Luis Perez","Jin Nakamura"
2047,"Semifinal","Tariq Ebo","Youssef Camara","Tariq Ebo","Youssef Camara"
2047,"Semifinal","Samuel Flores","Luis Perez","Samuel Flores","Luis Perez"
2047,"Final","Tariq Ebo","Samuel Flores","Tariq Ebo","Samuel Flores"
2048,"Round_of_16","Malik Obi","Robin Wright","Robin Wright","Malik Obi"
2048,"Round_of_16","Jackson Davis","Tariq Ebo","Tariq Ebo","Jackson Davis"
2048,"Round_of_16","Youssef Camara","Sofia Kovac","Sofia Kovac","Youssef Camara"
2048,"Round_of_16","Rafael Castillo","Juma Sow","Rafael Castillo","Juma Sow"
2048,"Round_of_16","Samuel Flores","Mateo Diaz","Samuel Flores","Mateo Diaz"
2048,"Round_of_16","Aiden Nguyen","Jin Nakamura","Aiden Nguyen","Jin Nakamura"
2048,"Round_of_16","Leonardo Silva","Miguel Sansiro","Miguel Sansiro","Leonardo Silva"
2048,"Round_of_16","Daniel Weber","Luis Perez","Luis Perez","Daniel Weber"
2048,"Quarterfinal","Robin Wright","Tariq Ebo","Robin Wright","Tariq Ebo"
2048,"Quarterfinal","Sofia Kovac","Rafael Castillo","Sofia Kovac","Rafael Castillo"
2048,"Quarterfinal","Samuel Flores","Aiden Nguyen","Samuel Flores","Aiden Nguyen"
2048,"Quarterfinal","Luis Perez","Miguel Sansiro","Miguel Sansiro","Luis Perez"
2048,"Semifinal","Robin Wright","Sofia Kovac","Robin Wright","Sofia Kovac"
2048,"Semifinal","Samuel Flores","Miguel Sansiro","Samuel Flores","Miguel Sansiro"
2048,"Final","Robin Wright","Samuel Flores","Robin Wright","Samuel Flores"
2049,"Round_of_16","Jackson Davis","Malik Obi","Jackson Davis","Malik Obi"
2049,"Round_of_16","Tariq Ebo","Robin Wright","Robin Wright","Tariq Ebo"
2049,"Round_of_16","Sofia Kovac","Youssef Camara","Sofia Kovac","Youssef Camara"
2049,"Round_of_16","Rafael Castillo","Aiden Nguyen","Aiden Nguyen","Rafael Castillo"
2049,"Round_of_16","Samuel Flores","Miguel Sansiro","Samuel Flores","Miguel Sansiro"
2049,"Round_of_16","Juma Sow","Daniel Weber","Juma Sow","Daniel Weber"
2049,"Round_of_16","Mateo Diaz","Luis Perez","Luis Perez","Mateo Diaz"
2049,"Round_of_16","Leonardo Silva","Jin Nakamura","Jin Nakamura","Leonardo Silva"
2049,"Quarterfinal","Jackson Davis","Robin Wright","Jackson Davis","Robin Wright"
2049,"Quarterfinal","Sofia Kovac","Aiden Nguyen","Aiden Nguyen","Sofia Kovac"
2049,"Quarterfinal","Samuel Flores","Juma Sow","Samuel Flores","Juma Sow"
2049,"Quarterfinal","Luis Perez","Jin Nakamura","Jin Nakamura","Luis Perez"
2049,"Semifinal","Jackson Davis","Aiden Nguyen","Jackson Davis","Aiden Nguyen"
2049,"Semifinal","Samuel Flores","Jin Nakamura","Jin Nakamura","Samuel Flores"
2049,"Final","Jackson Davis","Jin Nakamura","Jin Nakamura","Jackson Davis"
2050,"Round_of_16","Robin Wright","Jackson Davis","Robin Wright","Jackson Davis"
2050,"Round_of_16","Malik Obi","Youssef Camara","Malik Obi","Youssef Camara"
2050,"Round_of_16","Samuel Flores","Rafael Castillo","Samuel Flores","Rafael Castillo"
2050,"Round_of_16","Sofia Kovac","Tariq Ebo","Tariq Ebo","Sofia Kovac"
2050,"Round_of_16","Aiden Nguyen","Juma Sow","Aiden Nguyen","Juma Sow"
2050,"Round_of_16","Daniel Weber","Luis Perez","Daniel Weber","Luis Perez"
2050,"Round_of_16","Jin Nakamura","Leonardo Silva","Jin Nakamura","Leonardo Silva"
2050,"Round_of_16","Mateo Diaz","Miguel Sansiro","Miguel Sansiro","Mateo Diaz"
2050,"Quarterfinal","Robin Wright","Malik Obi","Malik Obi","Robin Wright"
2050,"Quarterfinal","Samuel Flores","Tariq Ebo","Samuel Flores","Tariq Ebo"
2050,"Quarterfinal","Aiden Nguyen","Daniel Weber","Aiden Nguyen","Daniel Weber"
2050,"Quarterfinal","Jin Nakamura","Miguel Sansiro","Miguel Sansiro","Jin Nakamura"
2050,"Semifinal","Malik Obi","Samuel Flores","Samuel Flores","Malik Obi"
2050,"Semifinal","Aiden Nguyen","Miguel Sansiro","Miguel Sansiro","Aiden Nguyen"
2050,"Final","Samuel Flores","Miguel Sansiro","Miguel Sansiro","Samuel Flores"
2051,"Round_of_16","Tariq Ebo","Malik Obi","Tariq Ebo","Malik Obi"
2051,"Round_of_16","Jackson Davis","Aiden Nguyen","Aiden Nguyen","Jackson Davis"
2051,"Round_of_16","Sofia Kovac","Samuel Flores","Sofia Kovac","Samuel Flores"
2051,"Round_of_16","Jin Nakamura","Robin Wright","Jin Nakamura","Robin Wright"
2051,"Round_of_16","Daniel Weber","Juma Sow","Daniel Weber","Juma Sow"
2051,"Round_of_16","Luis Perez","Miguel Sansiro","Luis Perez","Miguel Sansiro"
2051,"Round_of_16","Rafael Castillo","Leonardo Silva","Leonardo Silva","Rafael Castillo"
2051,"Round_of_16","Mateo Diaz","Youssef Camara","Youssef Camara","Mateo Diaz"
2051,"Quarterfinal","Tariq Ebo","Aiden Nguyen","Tariq Ebo","Aiden Nguyen"
2051,"Quarterfinal","Sofia Kovac","Jin Nakamura","Jin Nakamura","Sofia Kovac"
2051,"Quarterfinal","Daniel Weber","Luis Perez","Daniel Weber","Luis Perez"
2051,"Quarterfinal","Leonardo Silva","Youssef Camara","Youssef Camara","Leonardo Silva"
2051,"Semifinal","Tariq Ebo","Jin Nakamura","Tariq Ebo","Jin Nakamura"
2051,"Semifinal","Daniel Weber","Youssef Camara","Daniel Weber","Youssef Camara"
2051,"Final","Tariq Ebo","Daniel Weber","Tariq Ebo","Daniel Weber"
2052,"Round_of_16","Malik Obi","Leonardo Silva","Malik Obi","Leonardo Silva"
2052,"Round_of_16","Jackson Davis","Samuel Flores","Jackson Davis","Samuel Flores"
2052,"Round_of_16","Robin Wright","Youssef Camara","Robin Wright","Youssef Camara"
2052,"Round_of_16","Sofia Kovac","Liam Janssen","Sofia Kovac","Liam Janssen"
2052,"Round_of_16","Rafael Castillo","Aiden Nguyen","Rafael Castillo","Aiden Nguyen"
2052,"Round_of_16","Tariq Ebo","Daniel Weber","Tariq Ebo","Daniel Weber"
2052,"Round_of_16","Jin Nakamura","Juma Sow","Jin Nakamura","Juma Sow"
2052,"Round_of_16","Max Williams","Luis Perez","Max Williams","Luis Perez"
2052,"Quarterfinal","Malik Obi","Jackson Davis","Jackson Davis","Malik Obi"
2052,"Quarterfinal","Robin Wright","Sofia Kovac","Sofia Kovac","Robin Wright"
2052,"Quarterfinal","Rafael Castillo","Tariq Ebo","Rafael Castillo","Tariq Ebo"
2052,"Quarterfinal","Jin Nakamura","Max Williams","Jin Nakamura","Max Williams"
2052,"Semifinal","Jackson Davis","Sofia Kovac","Jackson Davis","Sofia Kovac"
2052,"Semifinal","Rafael Castillo","Jin Nakamura","Rafael Castillo","Jin Nakamura"
2052,"Final","Jackson Davis","Rafael Castillo","Jackson Davis","Rafael Castillo"
2053,"Round_of_16","Isabella Hernandez","Samuel Flores","Samuel Flores","Isabella Hernandez"
2053,"Round_of_16","Jackson Davis","Jin Nakamura","Jackson Davis","Jin Nakamura"
2053,"Round_of_16","Mia Gonzalez","Caleb Dickson","Mia Gonzalez","Caleb Dickson"
2053,"Round_of_16","Youssef Camara","Daniel Weber","Youssef Camara","Daniel Weber"
2053,"Round_of_16","Sofia Kovac","Leo Zimmerman","Sofia Kovac","Leo Zimmerman"
2053,"Round_of_16","Rafael Castillo","Tariq Ebo","Rafael Castillo","Tariq Ebo"
2053,"Round_of_16","Leonardo Silva","Luca Muller","Leonardo Silva","Luca Muller"
2053,"Round_of_16","Luis Perez","Valentina Torres","Luis Perez","Valentina Torres"
2053,"Quarterfinal","Samuel Flores","Jackson Davis","Jackson Davis","Samuel Flores"
2053,"Quarterfinal","Mia Gonzalez","Youssef Camara","Youssef Camara","Mia Gonzalez"
2053,"Quarterfinal","Sofia Kovac","Rafael Castillo","Sofia Kovac","Rafael Castillo"
2053,"Quarterfinal","Leonardo Silva","Luis Perez","Luis Perez","Leonardo Silva"
2053,"Semifinal","Jackson Davis","Youssef Camara","Jackson Davis","Youssef Camara"
2053,"Semifinal","Sofia Kovac","Luis Perez","Sofia Kovac","Luis Perez"
2053,"Final","Jackson Davis","Sofia Kovac","Jackson Davis","Sofia Kovac"
2054,"Round_of_16","Isabella Hernandez","Rafael Castillo","Isabella Hernandez","Rafael Castillo"
2054,"Round_of_16","Jackson Davis","Tariq Ebo","Tariq Ebo","Jackson Davis"
2054,"Round_of_16","Mia Gonzalez","Daniel Weber","Mia Gonzalez","Daniel Weber"
2054,"Round_of_16","Youssef Camara","Luis Perez","Luis Perez","Youssef Camara"
2054,"Round_of_16","Sofia Kovac","Caleb Dickson","Caleb Dickson","Sofia Kovac"
2054,"Round_of_16","Samuel Flores","Luca Muller","Samuel Flores","Luca Muller"
2054,"Round_of_16","Leonardo Silva","Valentina Torres","Leonardo Silva","Valentina Torres"
2054,"Round_of_16","Jin Nakamura","Leo Zimmerman","Jin Nakamura","Leo Zimmerman"
2054,"Quarterfinal","Isabella Hernandez","Tariq Ebo","Isabella Hernandez","Tariq Ebo"
2054,"Quarterfinal","Mia Gonzalez","Luis Perez","Mia Gonzalez","Luis Perez"
2054,"Quarterfinal","Caleb Dickson","Samuel Flores","Caleb Dickson","Samuel Flores"
2054,"Quarterfinal","Leonardo Silva","Jin Nakamura","Leonardo Silva","Jin Nakamura"
2054,"Semifinal","Isabella Hernandez","Mia Gonzalez","Isabella Hernandez","Mia Gonzalez"
2054,"Semifinal","Caleb Dickson","Leonardo Silva","Caleb Dickson","Leonardo Silva"
2054,"Final","Isabella Hernandez","Caleb Dickson","Caleb Dickson","Isabella Hernandez"
2055,"Round_of_16","Isabella Hernandez","Jackson Davis","Isabella Hernandez","Jackson Davis"
2055,"Round_of_16","Mia Gonzalez","Youssef Camara","Youssef Camara","Mia Gonzalez"
2055,"Round_of_16","Sofia Kovac","Tariq Ebo","Sofia Kovac","Tariq Ebo"
2055,"Round_of_16","Samuel Flores","Caleb Dickson","Caleb Dickson","Samuel Flores"
2055,"Round_of_16","Leonardo Silva","Jin Nakamura","Jin Nakamura","Leonardo Silva"
2055,"Round_of_16","Daniel Weber","Luca Muller","Luca Muller","Daniel Weber"
